Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
N'zérékoré,GIN008005,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PAM,Construction,,12/20/2014,
Conakry,GIN002001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Recrutement,,FAIT,
Coyah,GIN005001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,RUSSIE,Recrutement,,,
Guéckédou,GIN008002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU LAB,Recrutement,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,CELLULE,Recrutement,,12/31/2014,
Kérouané,GIN004002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,FEI/KPLAN,Recrutement,,12/31/2014,
Macenta,GIN008004,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Recrutement,,FAIT,
N'zérékoré,GIN008005,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,Belgique,Recrutement,,12/20/2014,
Conakry,GIN002001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Formation,,FAIT,
Coyah,GIN005001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,RUSSIE,Formation,,,
Guéckédou,GIN008002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU LAB,Formation,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,CELLULE,Formation,,12/31/2014,
Kérouané,GIN004002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,FEI/KPLAN,Formation,,12/31/2014,
Macenta,GIN008004,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Formation,,FAIT,
N'zérékoré,GIN008005,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,Belgique,Formation,,12/20/2014,
Conakry,GIN002001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Equipement,,FAIT,
Coyah,GIN005001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,RUSSIE,Equipement,,,
Guéckédou,GIN008002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,EU LAB,Equipement,,FAIT,
Kankan,GIN004001,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,CELLULE,Equipement,,12/31/2014,
Kérouané,GIN004002,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,FEI/KPLAN,Equipement,,12/31/2014,
Macenta,GIN008004,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PASTEUR,Equipement,,FAIT,
N'zérékoré,GIN008005,Transport & diagnostiques,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,Belgique,Equipement,,12/20/2014,
Beyla,GIN008001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,50 lits,,,
Conakry,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,100 lits,,,
Conakry - Aeroport Militaire,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,10 lits,,,
Coyah,GIN005001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,100 lits,,,
Guéckédou,GIN008002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,85 lits,,,
Kankan,GIN004001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,20 lits,,,
Kérouané,GIN004002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,50 lits,,,
Macenta,GIN008004,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,50 lits,,,
Mamou,GIN007002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,100 lits France,,,
N'zérékoré,GIN008005,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,40 lits,,,
Yomou,GIN008006,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. , ,50 lits,,,
Beyla,GIN008001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,12/15/2014,
Conakry,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,MSF,Financement,,1/16/2015,
Conakry,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,divers bailleurs,Financement,,1/16/2015,
Conakry - Aeroport Militaire,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,1/15/2015,
Coyah,GIN005001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,UN,Financement,,12/31/2014,
Forecariah,GIN005003,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,12/30/2014,
Guéckédou,GIN008002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,MSF,Financement,,FAIT,
Guéckédou,GIN008002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,divers bailleurs,Financement,,FAIT,
Kankan,GIN004001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,MSF,Financement,,12/20/2014,
Kérouané,GIN004002,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,12/31/2014,
Macenta,GIN008004,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Financement,,FAIT,
N'zérékoré,GIN008005,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,ECHO,Financement,12/2/2014,1/10/2015,
Beyla,GIN008001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PAM,Construction,,12/15/2014,
Conakry,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,MSF,Construction,,1/16/2015,
Conakry,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PAM,Construction,,1/16/2015,
Conakry - Aeroport Militaire,GIN002001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,France,Construction,,1/15/2015,
Coyah,GIN005001,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PAM,Construction,,12/31/2014,
Forecariah,GIN005003,Prise en charge,Des laboratoires PCR avec une capacité suffisante d’accueil doivent être mis en place pour que tous les patients puissent être testés et obtenir leurs résultats le même jour. ,PAM,Construction,,12/30/2014,
